Feature,Importance
SpMin1_Bhs,0.00296521896048199
ASP-0,0.0029599524226766117
minHaaNH,0.0029590889066629356
SsOm,0.002959081064022221
ATSC5p,0.0029585679588059995
ATSC7m,0.0029537617697063465
PubchemFP485,0.0029498716461772425
PubchemFP686,0.0029472631334101296
3d-RDF35v,0.00292772678753143
ALogP,0.0029256355942176033
ETA_Epsilon_5,0.002925288327212333
AATS4i,0.002920841462033119
3d-RDF35i,0.0029152912497846326
3d-TDB9u,0.0029150118186537137
VR2_Dze,0.002905460610084328
PubchemFP199,0.0028849832922744558
MDEC-34,0.002880470394827526
PetitjeanNumber,0.002877526989734904
SsOH,0.0028725343108103097
PubchemFP625,0.0028689703337605003
MDEC-24,0.002867805604323599
AATSC6p,0.0028625083141230277
PubchemFP763,0.0028608310748362083
SsssCH,0.0028556589277037234
nHCsats,0.0028472593500144597
PubchemFP728,0.0028296228284093268
IC3,0.0028269445679533745
SsssN,0.0028171984971264536
VE1_Dzs,0.0028158705218015597
SpMax7_Bhm,0.002805282912182762
3d-RPSA,0.0028050549581555744
PubchemFP716,0.0028022304112335777
PubchemFP653,0.002800360363728311
PubchemFP839,0.0027971369325886313
AATSC8e,0.002794921719072889
BIC0,0.0027942357169031826
SpMax8_Bhe,0.00279027313275271
maxHdsCH,0.002789714082111759
MATS7e,0.0027880479744910656
VR3_Dzp,0.0027810166409425983
PubchemFP721,0.0027692799832852726
SpMax_Dt,0.0027674707702495
SIC3,0.002765496687390314
AATS5e,0.002751572078663766
PubchemFP287,0.002749409670919325
MATS5c,0.0027491274084351014
SIC1,0.002746450908616496
MATS8c,0.002743460123892012
ATS4p,0.0027427712268434335
ATSC4c,0.002741432053715472
minHdsCH,0.0027381737282995305
ATS6i,0.0027378213970803565
VR1_Dze,0.0027296531762400064
PubchemFP443,0.0027174069201208796
PubchemFP571,0.0027124713792701376
VR2_DzZ,0.0027118987826955997
3d-E2v,0.002705004248092529
PubchemFP548,0.002702203106172804
PubchemFP445,0.0027014299943519523
3d-TDB9i,0.0027006820638957557
GATS3e,0.0026988043635500034
3d-TDB9s,0.002694649081800628
minHCsats,0.0026900972262144857
maxaaNH,0.002676993380614739
C2SP3,0.0026702263676084636
PubchemFP489,0.00266397804003118
3d-Ve,0.0026553365287465772
nHBAcc,0.0026517228600519234
PubchemFP473,0.0026483398199316026
PubchemFP389,0.0026432249742562547
3d-RDF140m,0.0026359722385154456
SHsNH2,0.0026337806135533466
nHAvin,0.0026336708579351455
3d-RDF10s,0.0026284171800261876
GATS6v,0.0026254004201063524
MDEC-11,0.00262356040141187
3d-RDF20m,0.0026036976065349935
AATSC5v,0.0025842687975988904
ATSC3v,0.0025838302330973353
