Descriptor,Importance,Descriptor Type,Description,Class
RDF10i,9.933833022824911e-05,RDFDescriptor,Radial distribution function - 010 / weighted by relative first ionization potential,3D
RDF30e,9.783246163963533e-05,RDFDescriptor,Radial distribution function - 030 / weighted by relative Sanderson electronegativities,3D
RDF50s,9.757442683940852e-05,RDFDescriptor,Radial distribution function - 050 / weighted by relative I-state,3D
MWC9,9.723593704027422e-05,WalkCountDescriptor,Molecular walk count of order 9 (ln(1+x),2D
JGI6,9.691782122097648e-05,TopologicalChargeDescriptor,Mean topological charge index of order 6,2D
PubchemFP484,9.63782788877765e-05,SMARTS patterns,N-C:N:C,FP
PubchemFP405,9.567500204071822e-05,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",O(~C)(~C),FP
SpMin6_Bhm,9.376758620011084e-05,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative mass,2D
PubchemFP396,9.307862147910352e-05,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~C)(:C),FP
RDF115i,9.16839523388724e-05,RDFDescriptor,Radial distribution function - 115 / weighted by relative first ionization potential,3D
SRW4,8.946480104874422e-05,WalkCountDescriptor,Self-returning walk count of order 4 (ln(1+x),2D
SpMax_Dzs,8.89954941653781e-05,BaryszMatrixDescriptor,Leading eigenvalue from Barysz matrix / weighted by I-state,2D
TDB7p,8.836803620942968e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / weighted by polarizabilities,3D
SpMax4_Bhp,8.792149501659629e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative polarizabilities,2D
VP-3,8.771572016368357e-05,PaDELChiPathDescriptor,"Valence path, order 3",2D
SC-5,8.760169092650872e-05,ChiClusterDescriptor,"Simple cluster, order 5",2D
GATS2e,8.754554998577913e-05,AutocorrelationDescriptor,Geary autocorrelation - lag 2 / weighted by Sanderson electronegativities,2D
RDF130v,8.646435552017717e-05,RDFDescriptor,Radial distribution function - 130 / weighted by relative van der Waals volumes,3D
MATS8c,8.526008957301378e-05,AutocorrelationDescriptor,Moran autocorrelation - lag 8 / weighted by charges,2D
Vp,8.51742225433938e-05,PaDELWHIMDescriptor,V total size index / weighted by relative polarizabilities,3D
ASP-1,8.464261896947711e-05,PaDELChiPathDescriptor,"Average simple path, order 1",2D
RDF145e,8.446149286638338e-05,RDFDescriptor,Radial distribution function - 145 / weighted by relative Sanderson electronegativities,3D
minaaaC,8.327117344538725e-05,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: ::C:,2D
MDEN-11,8.207074573474138e-05,MDEDescriptor,Molecular distance edge between all primary nitrogens,2D
RDF65i,8.177863630451921e-05,RDFDescriptor,Radial distribution function - 065 / weighted by relative first ionization potential,3D
maxsOH,8.152908452044861e-05,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: -OH,2D
TDB2p,8.063581323389802e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 2 / weighted by polarizabilities,3D
SpMAD_D,8.063151063508744e-05,TopologicalDistanceMatrixDescriptor,Spectral mean absolute deviation from topological distance matrix,2D
TDB4p,8.017302690394024e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by polarizabilities,3D
maxssCH2,7.845707404227075e-05,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: -CH2-,2D
PubchemFP593,7.778163083866918e-05,SMARTS patterns,N-C-C-C-N,FP
TDB7r,7.602027277843204e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / weighted by covalent radius,3D
ATS2i,7.494330011232897e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 2 / weighted by first ionization potential,2D
TDB6r,7.424694405956389e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 6 / weighted by covalent radius,3D
RPSA,7.406942362089274e-05,CPSADescriptor,TPSA / total molecular surface area ,3D
TDB3u,7.346616075976087e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 3 / unweighted,3D
SRW8,7.242735796049171e-05,WalkCountDescriptor,Self-returning walk count of order 8 (ln(1+x),2D
Te,7.183901916075763e-05,PaDELWHIMDescriptor,T total size index / weighted by relative Sanderson electronegativities,3D
SsNH2,7.117572777801673e-05,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: -NH2,2D
TDB5v,7.026870732032008e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by van der Waals volumes,3D
VR3_Dze,6.828788951184217e-05,BaryszMatrixDescriptor,Logarithmic Randic-like eigenvector-based index from Barysz matrix / weighted by Sanderson electronegativities,2D
AATS6m,6.801240749669813e-05,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 6 / weighted by mass,2D
SpMAD_Dzp,6.797643758529314e-05,BaryszMatrixDescriptor,Spectral mean absolute deviation from Barysz matrix / weighted by polarizabilities,2D
ATS0s,6.643327116493403e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 0 / weighted by I-state,2D
DPSA-3,6.602262992384533e-05,CPSADescriptor,Difference of PPSA-3 and PNSA-3,3D
RDF120m,6.544132850390127e-05,RDFDescriptor,Radial distribution function - 120 / weighted by relative mass,3D
RDF105p,6.5158757262751e-05,RDFDescriptor,Radial distribution function - 105 / weighted by relative polarizabilities,3D
nssCH2,6.317935382447182e-05,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: -CH2-,2D
MWC2,6.27514146039121e-05,WalkCountDescriptor,Molecular walk count of order 2 (ln(1+x),2D
Mp,6.179289020438183e-05,ConstitutionalDescriptor,Mean atomic polarizabilities (scaled on carbon atom),2D
maxHBa,6.118447242916547e-05,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-States for (strong) Hydrogen Bond acceptors,2D
MLFER_BO,6.05947509944027e-05,MLFERDescriptor,Overall or summation solute hydrogen bond basicity,2D
piPC7,6.011677817677752e-05,PathCountDescriptor,Conventional bond order ID number of order 7 (ln(1+x),2D
RDF50e,5.78510312273961e-05,RDFDescriptor,Radial distribution function - 050 / weighted by relative Sanderson electronegativities,3D
piPC5,5.609532094811298e-05,PathCountDescriptor,Conventional bond order ID number of order 5 (ln(1+x),2D
SpAD_Dze,5.570478411051072e-05,BaryszMatrixDescriptor,Spectral absolute deviation from Barysz matrix / weighted by Sanderson electronegativities,2D
RDF40p,5.455799095956948e-05,RDFDescriptor,Radial distribution function - 040 / weighted by relative polarizabilities,3D
AATSC4m,5.372031283641387e-05,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 4 / weighted by mass,2D
PubchemFP736,5.319198226332312e-05,SMARTS patterns 2,Cc1cc(S)ccc1,FP
MATS3p,5.234208871162105e-05,AutocorrelationDescriptor,Moran autocorrelation - lag 3 / weighted by polarizabilities,2D
DELS,5.193883339021932e-05,ElectrotopologicalStateAtomTypeDescriptor,"Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule).  Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.",2D
VR3_Dzm,5.187317528420055e-05,BaryszMatrixDescriptor,Logarithmic Randic-like eigenvector-based index from Barysz matrix / weighted by mass,2D
PubchemFP720,5.174811477229868e-05,SMARTS patterns 2,Oc1ccc(S)cc1,FP
VR1_Dze,5.088675362837636e-05,BaryszMatrixDescriptor,Randic-like eigenvector-based index from Barysz matrix / weighted by Sanderson electronegativities,2D
PubchemFP710,5.061042558400786e-05,SMARTS patterns,C-C-C(C)-C-C,FP
MDEC-22,4.859602038435051e-05,MDEDescriptor,Molecular distance edge between all secondary carbons ,2D
SdsssP,4.756458198333924e-05,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: ->P=,2D
SpMax7_Bhs,4.7054113258993005e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative I-state,2D
VP-7,4.590126649767212e-05,PaDELChiPathDescriptor,"Valence path, order 7",2D
PubchemFP259,4.532621864663522e-05,Chemical Rings,>= 3 aromatic rings,FP
MDEN-22,4.525594410249578e-05,MDEDescriptor,Molecular distance edge between all secondary nitroqens ,2D
GGI8,4.452158480358071e-05,TopologicalChargeDescriptor,Topological charge index of order 8,2D
GATS1v,4.4226228170596295e-05,AutocorrelationDescriptor,Geary autocorrelation - lag 1 / weighted by van der Waals volumes,2D
SpMax6_Bhv,4.281581832621395e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative van der Waals volumes,2D
PubchemFP257,4.258408921774537e-05,Chemical Rings,>= 2 aromatic rings,FP
PubchemFP144,4.2116506214895375e-05,Chemical Rings,>= 1 saturated or aromatic carbon-only ring size 5,FP
FNSA-2,4.201384493782712e-05,CPSADescriptor,PNSA-2 / total molecular surface area,3D
PubchemFP526,4.164172910064989e-05,SMARTS patterns,Cl-C:C-Cl,FP
SM1_Dzm,4.062372248755386e-05,BaryszMatrixDescriptor,Spectral moment of order 1 from Barysz matrix / weighted by mass,2D
AATS5p,3.9886320995075054e-05,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 5 / weighted by polarizabilities,2D
VR3_Dzi,3.8736275533302056e-05,BaryszMatrixDescriptor,Logarithmic Randic-like eigenvector-based index from Barysz matrix / weighted by first ionization potential,2D
MIC2,3.813572051016845e-05,InformationContentDescriptor,Modified information content index (neighborhood symmetry of 2-order),2D
E3p,3.784880959214476e-05,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative polarizabilities,3D
SpMax8_Bhs,3.7007742729233686e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state,2D
SP-5,3.690606328256018e-05,PaDELChiPathDescriptor,"Simple path, order 5",2D
PubchemFP442,3.4101597081370726e-05,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(=N),FP
ATS6v,3.3428044465644294e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 6 / weighted by van der Waals volumes,2D
GATS2c,3.293030707182121e-05,AutocorrelationDescriptor,Geary autocorrelation - lag 2 / weighted by charges,2D
WNSA-3,3.232158524817397e-05,CPSADescriptor,PNSA-3 * total molecular surface area / 1000,3D
SpMax1_Bhp,3.0211555249415323e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative polarizabilities,2D
RDF25m,2.964991076234158e-05,RDFDescriptor,Radial distribution function - 025 / weighted by relative mass,3D
ATS4m,2.7783085845478612e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 4 / weighted by mass,2D
TDB3v,2.689418994127335e-05,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 3 / weighted by van der Waals volumes,3D
RDF140s,2.627582696912434e-05,RDFDescriptor,Radial distribution function - 140 / weighted by relative I-state,3D
RDF110v,2.6051798246973237e-05,RDFDescriptor,Radial distribution function - 110 / weighted by relative van der Waals volumes,3D
ATS1i,2.5365179792913307e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 1 / weighted by first ionization potential,2D
EE_Dzi,2.004264606492168e-05,BaryszMatrixDescriptor,Estrada-like index from Barysz matrix / weighted by first ionization potential (ln(1+x)),2D
ATS1m,1.9532336425820415e-05,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 1 / weighted by mass,2D
PubchemFP757,1.8490429065820543e-05,SMARTS patterns 2,Cc1c(S)cccc1,FP
PubchemFP599,1.586966845112947e-05,SMARTS patterns,[#1]-C-C=C-[#1],FP
SpMax3_Bhv,1.347057763776416e-05,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative van der Waals volumes,2D
RDF50u,1.341752287337128e-05,RDFDescriptor,Radial distribution function - 050 / unweighted,3D
Tv,1.3343537511012471e-05,PaDELWHIMDescriptor,T total size index / weighted by relative van der Waals volumes,3D
SHCsats,1.2541305813895677e-05,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: H on C sp3 bonded to saturated C,2D
maxHBint2,1.2442577460825e-05,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 2,2D
P2s,1.1635161941692118e-05,PaDELWHIMDescriptor,2nd component shape directional WHIM index / weighted by relative I-state,3D
MLFER_L,1.1464639345803996e-05,MLFERDescriptor,Solute gas-hexadecane partition coefficient,2D
PubchemFP179,1.1127466785443296e-05,Chemical Rings,>= 1 saturated or aromatic carbon-only ring size 6,FP
Kv,1.0926175985170872e-05,PaDELWHIMDescriptor,K global shape index / weighted by relative van der Waals volumes,3D
mindssC,1.0053719512970184e-05,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: =C<,2D
SpMax6_Bhm,9.939656725965753e-06,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative mass,2D
IC4,9.20851693340108e-06,InformationContentDescriptor,Information content index (neighborhood symmetry of 4-order),2D
nHsOH,8.498522243216566e-06,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: -OH,2D
PubchemFP580,5.340869132253178e-06,SMARTS patterns,O=C-C-C-N,FP
VP-4,5.282851639565323e-06,PaDELChiPathDescriptor,"Valence path, order 4",2D
RDF25v,4.395871919571359e-06,RDFDescriptor,Radial distribution function - 025 / weighted by relative van der Waals volumes,3D
PubchemFP636,3.0797651886960155e-06,SMARTS patterns,C-N-C-N-C,FP
TDB7s,3.06844157035302e-06,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / weighted by I-state,3D
ETA_Epsilon_2,1.1453043077147562e-06,ExtendedTopochemicalAtomDescriptor,A measure of electronegative atom count,2D
PubchemFP376,1.0001948053228738e-06,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~N)(:C),FP
SsI,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: -I,2D
PubchemFP467,0.0,SMARTS patterns,C=N-N-C,FP
PubchemFP468,0.0,SMARTS patterns,O=S-C-N,FP
TDB4i,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by first ionization potential,3D
TDB1i,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / weighted by first ionization potential,3D
PubchemFP462,0.0,SMARTS patterns,O-C-C=O,FP
nHsssNHp,0.0,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: >NH-+,2D
PubchemFP559,0.0,SMARTS patterns,O-C-N-[#1],FP
PubchemFP840,0.0,SMARTS patterns 2,CC1CC(O)CC1,FP
PubchemFP496,0.0,SMARTS patterns,N:N-C-[#1],FP
PubchemFP722,0.0,SMARTS patterns 2,Oc1ccc(Cl)cc1,FP
PubchemFP519,0.0,SMARTS patterns,N=C-N-C,FP
PubchemFP1,0.0,Element Counts,>= 8 H,FP
PubchemFP746,0.0,SMARTS patterns 2,Sc1cc(N)ccc1,FP
SRW3,0.0,WalkCountDescriptor,Self-returning walk count of order 3 (ln(1+x),2D
nHtCH,0.0,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: #CH,2D
PubchemFP3,0.0,Element Counts,>= 32 H,FP
PubchemFP13,0.0,Element Counts,>= 32 C,FP
PubchemFP15,0.0,Element Counts,>= 2 N,FP
maxssssC,0.0,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: >C<,2D
TDB2i,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 2 / weighted by first ionization potential,3D
PubchemFP724,0.0,SMARTS patterns 2,Sc1ccc(S)cc1,FP
TDB1u,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / unweighted,3D
PubchemFP25,0.0,Element Counts,>= 4 F,FP
nI,0.0,AtomCountDescriptor,Number of iodine atoms,2D
TDB3i,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 3 / weighted by first ionization potential,3D
PubchemFP560,0.0,SMARTS patterns,N-C-N-C,FP
PubchemFP150,0.0,Chemical Rings,>= 2 any ring size 5,FP
PubchemFP649,0.0,SMARTS patterns,O=N-C:C-O,FP
SssssBm,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >B<-,2D
SHsssNHp,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: >NH-+,2D
SHtCH,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: #CH,2D
PubchemFP347,0.0,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~H)(~O)(~O),FP
PubchemFP730,0.0,SMARTS patterns 2,Nc1ccc(Br)cc1,FP
C4SP3,0.0,PaDELCarbonTypesDescriptor,Singly bound carbon bound to four other carbons ,2D
SCH-3,0.0,ChiChainDescriptor,"Simple chain, order 3",2D
MDEC-44,0.0,MDEDescriptor,Molecular distance edge between all quaternary carbons ,2D
PubchemFP679,0.0,SMARTS patterns,C-C-C-C-C-C,FP
SCH-4,0.0,ChiChainDescriptor,"Simple chain, order 4",2D
VCH-4,0.0,ChiChainDescriptor,"Valence chain, order 4",2D
PubchemFP765,0.0,SMARTS patterns 2,Oc1c(Br)cccc1,FP
PubchemFP687,0.0,SMARTS patterns,O=C-C-C-C=O,FP
PubchemFP760,0.0,SMARTS patterns 2,Cc1c(Br)cccc1,FP
SsssNHp,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >NH-+,2D
PubchemFP375,0.0,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~N)(~N),FP
PubchemFP305,0.0,Atom Pairs,N-S,FP
PubchemFP299,0.0,Atom Pairs,N-H,FP
PubchemFP631,0.0,SMARTS patterns,O-C:C-O-[#1],FP
StCH,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: #CH,2D
PubchemFP153,0.0,Chemical Rings,>= 2 saturated or aromatic heteroatom-containing ring size 5,FP
TDB5i,0.0,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by first ionization potential,3D
PubchemFP582,0.0,SMARTS patterns,C-C-C-C-C,FP
PubchemFP587,0.0,SMARTS patterns,N-C:C-O-[#1],FP
nddssS,0.0,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: >S==,2D
PubchemFP190,0.0,Chemical Rings,>= 2 unsaturated non-aromatic nitrogen-containing ring size 6,FP
PubchemFP449,0.0,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-N)(=C),FP
PubchemFP505,0.0,SMARTS patterns,Cl-C:C-O,FP
PubchemFP610,0.0,SMARTS patterns,C-O-C-O-C,FP
PubchemFP215,0.0,Chemical Rings,>= 1 saturated or aromatic nitrogen-containing ring size 7,FP
SddssS,0.0,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >S==,2D
n4Ring,0.0,RingCountDescriptor,Number of 4-membered rings,2D
n3Ring,0.0,RingCountDescriptor,Number of 3-membered rings,2D
PubchemFP622,0.0,SMARTS patterns,O=C-O-C:C,FP
